county,state,Lat,Long_,Confirmed,Deaths
Jasper,South Carolina,32.43171982,-81.02487495,676,18
Logan,Colorado,40.7249637,-103.110817,675,5
Fayette,Pennsylvania,39.92041012,-79.64291195,674,6
George,Mississippi,30.86259065,-88.64436789,674,12
Lavaca,Texas,29.38508402,-96.93186692,674,29
Tooele,Utah,40.44862644,-113.1295715,673,0
Lane,Oregon,43.93727035,-122.847753,672,5
Plymouth,Iowa,42.737633,-96.21366621,672,18
St. Joseph,Michigan,41.91441767,-85.52797979,671,11
Campbell,Kentucky,38.94384345,-84.37875208,670,13
Marlboro,South Carolina,34.59905577,-79.67561152,670,5
Union,Arkansas,33.16887091,-92.59746952,670,20
Uvalde,Texas,29.35739637,-99.76229172,670,17
Madison,Ohio,39.89381073,-83.40178317,669,11
Clinton,Illinois,38.60704876,-89.42385254,667,17
Greensville,Virginia,36.67878901,-77.56351439,665,11
Chaves,New Mexico,33.36406072,-104.4665365,663,6
San Juan,Utah,37.62762978,-109.8033714,663,28
Marion,South Carolina,34.07859748,-79.36400756,661,17
Tattnall,Georgia,32.04785085,-82.05539188,659,6
Lumpkin,Georgia,34.57286511,-84.00425681,656,12
Mendocino,California,39.4381191,-123.3911313,656,16
Curry,New Mexico,34.57421077,-103.3468876,655,3
Assumption,Louisiana,29.89946234,-91.06461642,654,22
Erath,Texas,32.23602653,-98.21773417,654,8
Ross,Ohio,39.33705391,-83.06000914,654,10
Hardin,Tennessee,35.19732531,-88.18593755,653,9
Northumberland,Pennsylvania,40.84785433,-76.70798222,652,31
Berkshire,Massachusetts,42.37428441,-73.20524838,651,46
Muhlenberg,Kentucky,37.21425819,-87.14632053,651,11
Hawkins,Tennessee,36.44355426,-82.94885298,649,12
Grady,Georgia,30.87454847,-84.23418364,647,9
Lee,Georgia,31.7793306,-84.14324253,646,23
Buckingham,Virginia,37.57242268,-78.52518834,644,8
Richmond,North Carolina,35.00417719,-79.74491009,643,9
Newton,Mississippi,32.40021118,-89.11843336,642,14
Upson,Georgia,32.87920671,-84.30024826,640,53
Waller,Texas,30.01058447,-95.99011759,640,8
Burnet,Texas,30.78801353,-98.181887,637,12
Burke,Georgia,33.05917989,-81.99928721,636,8
Rhea,Tennessee,35.60536161,-84.93076643,635,3
Ponce,Puerto Rico,18.059498,-66.613748,633,0
Buffalo,Nebraska,40.85486962,-99.07500296,632,3
Dawson,Georgia,34.44244079,-84.16964071,632,6
Waupaca,Wisconsin,44.47068056,-88.96534501,632,17
Graves,Kentucky,36.72292505,-88.65143315,630,29
Jefferson,Georgia,33.05867328,-82.41609057,630,15
Wise,Texas,33.21570665,-97.65460265,630,12
Payette,Idaho,44.00545243,-116.7647695,628,4
Sauk,Wisconsin,43.42574087,-89.94966132,628,3
Lee,South Carolina,34.16393091,-80.25690731,627,30
Saline,Nebraska,40.52418865,-97.14085859,627,2
Wasatch,Utah,40.33110236,-111.1691419,625,6
Frio,Texas,28.86751206,-99.10804207,624,7
Big Horn,Montana,45.42335905,-107.492347,623,15
Fairfield,South Carolina,34.39287073,-81.1195624,623,28
Vega Baja,Puerto Rico,18.428262,-66.397924,623,0
Cocke,Tennessee,35.9278914,-83.11828725,622,7
Beadle,South Dakota,44.41464384,-98.27858469,621,9
Grant,Indiana,40.51587228,-85.65468702,621,30
Marengo,Alabama,32.24767634,-87.78796182,621,17
Cherokee,Oklahoma,35.90692775,-94.99980896,620,5
Allegan,Michigan,42.59147037,-85.89102866,616,6
Tallahatchie,Mississippi,33.95339918,-90.1729398,615,13
Barbour,Alabama,31.868263,-85.3871286,614,7
Jeff Davis,Georgia,31.80405727,-82.6372487,614,10
Yadkin,North Carolina,36.16222629,-80.66239436,614,7
Mayaguez,Puerto Rico,18.2013,-67.1452,612,0
Petersburg,Virginia,37.20530399,-77.39368102,611,20
St. Croix,Wisconsin,45.03437474,-92.45000068,611,7
Stark,North Dakota,46.80851182,-102.6576326,611,6
Ben Hill,Georgia,31.76095874,-83.22145359,610,11
Putnam,Georgia,33.32056115,-83.37552891,610,20
Tama,Iowa,42.07991767,-92.53266945,610,29
Yamhill,Oregon,45.23330449,-123.3086963,610,14
Holmes,Florida,30.86747479,-85.81319222,609,5
Osage,Oklahoma,36.62888819,-96.39635704,609,12
Shelby,Indiana,39.52305623,-85.7915857,609,28
Geauga,Ohio,41.49952319,-81.17935342,605,46
Prentiss,Mississippi,34.61810501,-88.51986294,605,12
Roane,Tennessee,35.84923189,-84.52458689,605,2
Brown,South Dakota,45.58994323,-98.35165355,604,3
Charlottesville,Virginia,38.03527919,-78.48569588,604,17
Greene,Arkansas,36.1173546,-90.55832668,603,4
Blaine,Idaho,43.4085812,-113.9752658,601,6
Jones,Texas,32.73997145,-99.87861576,601,0
Androscoggin,Maine,44.1664747,-70.20380627,600,10
Ashtabula,Ohio,41.70860332,-80.74830218,598,46
Bannock,Idaho,42.67002716,-112.2233311,598,2
Washington,Georgia,32.96711864,-82.79357039,598,4
Scotland,North Carolina,34.8386299,-79.4757978,597,8
Adams,Washington,46.98299757,-118.5601734,596,7
Alcorn,Mississippi,34.88084463,-88.57996173,593,6
Kleberg,Texas,27.42435506,-97.69894948,593,24
Le Flore,Oklahoma,34.89851864,-94.70392124,593,5
Bullitt,Kentucky,37.97162523,-85.68955617,591,5
LaGrange,Indiana,41.64232188,-85.42674232,591,11
Miller,Arkansas,33.31403423,-93.89285258,591,6
Fairbanks North Star,Alaska,64.80726247,-146.5692662,590,8
Lowndes,Alabama,32.1597283,-86.65158371,590,24
Calhoun,Texas,28.47048236,-96.61633945,589,7
Christian,Missouri,36.9711783,-93.18537118,589,1
Jerome,Idaho,42.68891267,-114.2655033,589,6
Van Buren,Michigan,42.25190229,-86.01939087,589,14
Adams,Pennsylvania,39.87140411,-77.21610347,585,23
Fremont,Wyoming,43.04183996,-108.6296893,585,0
Monroe,Georgia,33.014289,-83.92097166,585,39
Morehouse,Louisiana,32.81686191,-91.80421614,585,16
Okmulgee,Oklahoma,35.64661916,-95.96432828,585,4
Roanoke,Virginia,37.26865804,-80.06396753,584,4
Marinette,Wisconsin,45.38553432,-88.033246,582,6
Fannin,Texas,33.59564294,-96.10751083,581,11
Morton,North Dakota,46.71681782,-101.2822377,581,5
Scott,Missouri,37.05588075,-89.56474493,581,13
Cassia,Idaho,42.28347888,-113.6012409,578,3
Darke,Ohio,40.13412966,-84.6194517,578,35
Attala,Mississippi,33.08658803,-89.57838564,577,25
Henry,Indiana,39.93029017,-85.39625719,577,21
Chickasaw,Mississippi,33.91983202,-88.9481545,576,20
Danville,Virginia,36.58022376,-79.40395668,575,12
Jackson,Oklahoma,34.58781741,-99.41138784,575,8
Bryan,Oklahoma,33.96472458,-96.25903472,572,3
Columbia,New York,42.24819348,-73.63089095,568,37
Johnson,Missouri,38.74719601,-93.80691168,568,3
Madison,Nebraska,41.91676024,-97.6005481,568,5
Morgan,Indiana,39.47899078,-86.44573375,568,35
Sequoyah,Oklahoma,35.49447108,-94.75463785,568,7
Carroll,Tennessee,35.97366108,-88.45189331,566,7
Dearborn,Indiana,39.14647946,-84.97333539,564,28
Columbia,Pennsylvania,41.04821986,-76.40565017,562,35
Union,Florida,30.04412971,-82.37497443,561,5
Laramie,Wyoming,41.3070252,-104.6887497,560,0
Washington,Texas,30.21498498,-96.40946246,560,44
Atascosa,Texas,28.89333001,-98.52730485,559,24
Peach,Georgia,32.56934316,-83.82937,558,15
Scott,Kentucky,38.29622293,-84.5816631,558,4
Shasta,California,40.76391419,-122.0396884,557,12
Walthall,Mississippi,31.14971548,-90.10446654,557,24
Jasper,Iowa,41.68576082,-93.05567785,556,30
Manassas Park,Virginia,38.77058531,-77.44399307,555,7
Pittsburg,Oklahoma,34.92065823,-95.7513432,553,15
Charlton,Georgia,30.78371028,-82.13951596,551,5
Butts,Georgia,33.2830945,-83.9543504,550,40
Portage,Wisconsin,44.47558711,-89.50152965,550,1
McClain,Oklahoma,35.01123903,-97.44572302,548,4
Calhoun,Florida,30.40666734,-85.19394153,547,8
Minidoka,Idaho,42.85518524,-113.6357257,547,2
West Feliciana,Louisiana,30.87882871,-91.4148538,547,20
Flathead,Montana,48.29575866,-114.0520569,545,4
Laurel,Kentucky,37.10975748,-84.11321779,545,5
Scurry,Texas,32.74613808,-100.9162664,542,2
Winn,Louisiana,31.94449367,-92.63789413,540,15
Mercer,Pennsylvania,41.30248872,-80.25816981,539,13
Oconee,Georgia,33.83749973,-83.43679568,539,20
Pike,Pennsylvania,41.33155042,-75.03208106,537,21
Tishomingo,Mississippi,34.74023475,-88.23917219,537,28
Wilson,Texas,29.1732598,-98.08693082,537,25
Clinton,Indiana,40.30319754,-86.47277257,535,7
Saluda,South Carolina,34.00795823,-81.72713237,534,12
Houston,Texas,31.31925973,-95.42226208,532,8
East Carroll,Louisiana,32.73926954,-91.23425694,531,2
Itawamba,Mississippi,34.27993475,-88.3606733,531,14
Saline,Missouri,39.13734288,-93.20259964,531,7
Caddo,Oklahoma,35.17364557,-98.37534464,529,20
Cowlitz,Washington,46.19074721,-122.6782231,529,6
Lenawee,Michigan,41.89475156,-84.06603727,529,13
Macon,North Carolina,35.14867843,-83.41696617,529,2
Tippah,Mississippi,34.76872156,-88.90988194,528,15
Bullock,Alabama,32.10030533,-85.71265535,527,13
Franklin,Florida,29.83791238,-84.82731662,527,3
Queen Anne's,Maryland,39.06198912,-76.03530977,526,26
Lincoln,Missouri,39.05345619,-90.95588181,525,1
Bamberg,South Carolina,33.21927586,-81.05659969,524,27
Beaufort,North Carolina,35.48531943,-76.84325809,524,9
Delaware,Oklahoma,36.40823634,-94.80325046,523,20
Hampton,South Carolina,32.77419582,-81.13845571,523,21
Pasquotank,North Carolina,36.26723798,-76.25134778,523,23
Broomfield,Colorado,39.95998787,-105.0566324,522,33
Franklin,Georgia,34.37525597,-83.23159927,522,10
Winston,Alabama,34.15030532,-87.37325922,522,11
Barnwell,South Carolina,33.26679302,-81.43584352,521,13
Hale,Alabama,32.76039258,-87.63284988,521,27
Lapeer,Michigan,43.09052506,-83.22153148,521,35
Madison,Georgia,34.12920917,-83.21218732,519,7
Wayne,Indiana,39.8633444,-85.01044989,519,10
McNairy,Tennessee,35.17468549,-88.5647812,517,10
Noxubee,Mississippi,33.11009499,-88.56949061,516,14
Bibb,Alabama,32.99642064,-87.1251146,515,5
Bedford,Virginia,37.3080028,-79.5281964,514,8
Wright,Iowa,42.73305373,-93.73515113,513,1
Des Moines,Iowa,40.92012606,-91.18326592,511,5
Pickens,Alabama,33.28094866,-88.08818103,511,10
Van Zandt,Texas,32.56483801,-95.83766469,511,14
White,Arkansas,35.25688493,-91.74908296,511,10
Smith,Tennessee,36.25359775,-85.95411046,509,8
Chattooga,Georgia,34.47197698,-85.34535662,508,5
Bacon,Georgia,31.55456473,-82.45936528,507,8
Marshall,Tennessee,35.45798777,-86.76420988,507,4
Pierce,Georgia,31.35928155,-82.21598442,507,12
Grady,Oklahoma,35.0167709,-97.88339847,506,7
Hancock,Ohio,41.00250487,-83.66838948,504,6
Isle of Wight,Virginia,36.90579348,-76.70842863,504,11
Valencia,New Mexico,34.71669834,-106.8103733,504,4
Eaton,Michigan,42.59599185,-84.83740035,503,8
Cabell,West Virginia,38.42424062,-82.23855912,502,6
Cook,Georgia,31.16068491,-83.42947229,502,10
Pickens,Georgia,34.46589159,-84.46406611,502,6
Lycoming,Pennsylvania,41.34310539,-77.06629984,501,22
McDuffie,Georgia,33.47851918,-82.48252774,501,12
Oceana,Michigan,43.64124435,-86.26726673,499,6
Prince George,Virginia,37.18497668,-77.22922187,499,2
Sandusky,Ohio,41.35624126,-83.137872,499,17
Central Utah,Utah,39.37231946,-111.5758676,498,3
Hopkins,Kentucky,37.30939025,-87.54670406,498,36
La Paz,Arizona,33.72854224,-113.9810029,498,15
Mecklenburg,Virginia,36.67882005,-78.36131056,498,33
Merrimack,New Hampshire,43.29662971,-71.6811573,497,23
White,Tennessee,35.92929884,-85.45591799,497,7
Jackson,Texas,28.95472367,-96.57749563,495,14
Worth,Georgia,31.55162306,-83.85090513,494,25
Haywood,North Carolina,35.55269063,-82.98196486,493,25
Jefferson,Florida,30.43669112,-83.89442308,493,6
Ottawa,Oklahoma,36.83532655,-94.81011909,493,4
Washington,Alabama,31.4092794,-88.20689944,492,13
Hertford,North Carolina,36.3607755,-76.98104134,491,14
Plaquemines,Louisiana,29.42245447,-89.60322085,490,19
Canovanas,Puerto Rico,18.328802,-65.887612,489,0
Camden,Missouri,38.02199522,-92.76083747,488,8
Manitowoc,Wisconsin,44.11946801,-87.80928853,488,1
Caroline,Maryland,38.87172293,-75.82904158,485,3
Edgefield,South Carolina,33.77221995,-81.96231108,485,11
Barren,Kentucky,36.96469836,-85.93338945,483,7
Pulaski,Kentucky,37.10466131,-84.57629079,480,6
McCracken,Kentucky,37.05350953,-88.70445755,479,6
White,Georgia,34.64624278,-83.74905525,478,10
Whiteside,Illinois,41.75509713,-89.91556058,478,19
Arecibo,Puerto Rico,18.406631,-66.675077,477,0
Jackson,North Carolina,35.28814273,-83.14093385,476,7
Wilcox,Alabama,31.98773215,-87.30891118,476,10
Jasper,Mississippi,32.01922104,-89.11786866,475,13
Meriwether,Georgia,33.04163534,-84.68859732,475,9
Morgan,Illinois,39.71654544,-90.20255104,475,18
Calumet,Wisconsin,44.0816316,-88.21780273,473,2
Perry,Alabama,32.64048341,-87.29770589,473,4
Prince Edward,Virginia,37.22554789,-78.43597949,473,11
Hancock,Mississippi,30.41830223,-89.48851033,472,18
Dunklin,Missouri,36.27167174,-90.09122243,471,4
Fredericksburg,Virginia,38.2977863,-77.4922454,470,4
Clinton,Michigan,42.94400871,-84.60145248,469,13
Brooks,Georgia,30.83922642,-83.58303423,468,20
Ogle,Illinois,42.04165196,-89.32184679,468,5
Eddy,New Mexico,32.47167456,-104.3053527,466,5
Matanuska-Susitna,Alaska,62.31305045,-149.5741743,466,2
Nye,Nevada,38.04264256,-116.4722702,466,14
Clay,Mississippi,33.65358105,-88.77784255,465,14
Davie,North Carolina,35.93099927,-80.54496571,465,6
Huron,Ohio,41.14651175,-82.59867951,465,6
Effingham,Illinois,39.05935711,-88.58969584,464,1
Harrison,Indiana,38.19467379,-86.10948271,463,24
Smith,Mississippi,32.01744532,-89.50644846,463,13
Ward,North Dakota,48.22390169,-101.5436763,463,1
Brown,Texas,31.77430356,-98.99907113,462,19
Calhoun,Mississippi,33.93683395,-89.33686647,461,10
Grundy,Illinois,41.28569601,-88.41905692,461,5
Talbot,Maryland,38.76618159,-76.10882561,461,4
Carteret,North Carolina,34.8932941,-76.54120135,460,5
Franklin,Tennessee,35.15634626,-86.09201039,460,4
Platte,Missouri,39.38154439,-94.77068479,460,10
Lincoln,Oregon,44.64252874,-123.869912,459,13
Lyon,Minnesota,44.41327865,-95.83806103,458,3
Fayette,Texas,29.87788372,-96.92076062,457,16
Randolph,Alabama,33.29526734,-85.45708831,456,11
Crisp,Georgia,31.92289565,-83.76811843,455,15
Dorado,Puerto Rico,18.436115,-66.278669,455,0
Saline,Kansas,38.78369175,-97.65185177,455,9
Logan,West Virginia,37.8299889,-81.93528571,454,26
Poinsett,Arkansas,35.57433534,-90.66268713,453,5
Glades,Florida,26.95635849,-81.18996211,452,3
Jefferson,Oregon,44.62806839,-121.17832,452,7
Franklin,Kentucky,38.2379395,-84.87962551,451,11
Lawrence,Pennsylvania,40.99206278,-80.33393706,450,18
Union,Georgia,34.82995757,-83.98967069,449,8
Cambria,Pennsylvania,40.49527404,-78.71377428,448,4
Carroll,Arkansas,36.3403856,-93.54270261,448,7
Kittitas,Washington,47.12521214,-120.679439,448,21
Gilchrist,Florida,29.72856978,-82.79880657,447,9
Ottawa,Ohio,41.53781826,-83.0940185,445,29
Todd,Minnesota,46.06996226,-94.89785296,445,2
York,Virginia,37.24374789,-76.54412815,444,5
Daviess,Indiana,38.70186039,-87.07185406,443,23
Monroe,Illinois,38.27594376,-90.17761038,442,14
Union,South Carolina,34.68835752,-81.61730349,442,5
Jones,Georgia,33.02512137,-83.56019163,441,5
Tunica,Mississippi,34.64967704,-90.37481167,441,11
Crawford,Kansas,37.50675523,-94.85245778,440,1
Elbert,Georgia,34.11302332,-82.83936148,440,1
Knox,Illinois,40.93148779,-90.2133034,440,3
Lawrence,Indiana,38.84112637,-86.48361629,440,27
Jackson,Louisiana,32.30251776,-92.55692092,439,20
Madison,New York,42.91653905,-75.67266639,439,17
Monroe,Alabama,31.56729412,-87.36995001,439,6
Dorchester,Maryland,38.45413522,-76.02752426,437,6
Naranjito,Puerto Rico,18.288019,-66.252703,437,0
Giles,Tennessee,35.20222469,-87.03992678,436,14
DeKalb,Tennessee,35.97616272,-85.83689361,435,5
Jessamine,Kentucky,37.87119786,-84.58252003,435,0
Shelby,Texas,31.79211404,-94.14550696,435,19
Branch,Michigan,41.91600556,-85.05929476,434,3
Colusa,California,39.17881957,-122.2331726,434,6
Glenn,California,39.59875897,-122.3938452,434,3
Jefferson,Illinois,38.29980057,-88.9240025,434,33
Newport,Rhode Island,41.5642026,-71.26569799,434,0
Centre,Pennsylvania,40.92058903,-77.82200624,433,11
Kerr,Texas,30.06040006,-99.34930144,433,9
Bingham,Idaho,43.2167288,-112.3978437,432,5
Claiborne,Mississippi,31.97061673,-90.90702196,432,16
Conecuh,Alabama,31.43401703,-86.99320044,432,11
Lawrence,Alabama,34.52041498,-87.31069453,432,5
Nevada,California,39.30394768,-120.7627281,432,5
Tuscola,Michigan,43.46606813,-83.41897025,432,29
Winchester,Virginia,39.17054517,-78.17325058,432,4
Clarke,Mississippi,32.04158545,-88.6889622,431,28
Wood,Wisconsin,44.45537896,-90.04158336,431,2
Henry,Tennessee,36.33160906,-88.30121797,430,4
Anson,North Carolina,34.97403241,-80.09953279,429,3
Adair,Oklahoma,35.88494195,-94.65859267,428,6
Blair,Pennsylvania,40.47961444,-78.34917412,427,11
Concordia,Louisiana,31.44817835,-91.63814433,426,9
Liberty,Florida,30.23766008,-84.8829258,426,7
Grant,Wisconsin,42.8671731,-90.7063218,425,17
White,Indiana,40.74911165,-86.86492015,425,12
Fannin,Georgia,34.86430205,-84.316964,424,6
Henry,Illinois,41.3533994,-90.13296166,424,1
Marion,Iowa,41.33445101,-93.09934783,424,0
Nicollet,Minnesota,44.35291112,-94.24710352,423,15
Colorado,Texas,29.622098,-96.5273805,422,3
Morrow,Oregon,45.41846568,-119.584546,420,3
Carbon,Pennsylvania,40.91545395,-75.7068525,419,28
Putnam,Indiana,39.66437981,-86.84517605,419,8
Watonwan,Minnesota,43.97823903,-94.61413846,418,4
Carson City,Nevada,39.15509045,-119.7480219,417,8
Dickinson,Iowa,43.37787725,-95.1510206,417,5
Teton,Wyoming,43.93522482,-110.5890801,417,0
Lawrence,Ohio,38.59743452,-82.53466552,416,7
Missoula,Montana,47.03728583,-113.9213508,416,3
Palo Pinto,Texas,32.75310985,-98.31319001,416,11
Vega Alta,Puerto Rico,18.409346,-66.33725,415,0
Greene,Georgia,33.5769205,-83.17139104,414,15
Henderson,Kentucky,37.79344553,-87.57392021,414,3
Rio Grande,Puerto Rico,18.346329,-65.813742,414,0
Union,Illinois,37.47119609,-89.25548938,414,23
Milam,Texas,30.7858183,-96.97718698,413,5
Bienville,Louisiana,32.34569994,-93.05398492,412,31
Indiana,Pennsylvania,40.65241041,-79.08963285,412,10
Union,Oregon,45.30915495,-118.0068979,412,2
Montgomery,Virginia,37.17746986,-80.37868691,411,3
Trempealeau,Wisconsin,44.30360275,-91.35893614,411,2
Shiawassee,Michigan,42.953928,-84.14585902,410,29
Howard,Arkansas,34.09007427,-93.9934871,407,5
Montgomery,Mississippi,33.49419589,-89.61729103,407,15
Steele,Minnesota,44.02240351,-93.22627088,407,2
Isabella,Michigan,43.64060976,-84.84664923,406,9
Kenai Peninsula,Alaska,60.24429722,-151.5388884,406,2
Morgan,Georgia,33.59232073,-83.49129491,406,2
Limestone,Texas,31.5454767,-96.58095444,405,7
Oconto,Wisconsin,45.02715345,-88.26807503,405,2
Overton,Tennessee,36.34117832,-85.28989535,405,2
Calhoun,South Carolina,33.66926881,-80.77722168,404,15
Early,Georgia,31.32155345,-84.90255207,404,32
Watauga,North Carolina,36.23103603,-81.70033724,404,0
Johnson,Tennessee,36.4552395,-81.84886538,403,1
Midland,Michigan,43.64330771,-84.38804374,403,11
Tehama,California,40.12570935,-122.2370171,402,1
Austin,Texas,29.88548725,-96.27736949,401,5
Lawrence,Mississippi,31.55147224,-90.10841127,401,10
Logan,Kentucky,36.85949479,-86.877635,401,26
Mayes,Oklahoma,36.30179091,-95.23175116,400,9
Polk,Oregon,44.90322804,-123.4128888,399,13
Carter,Oklahoma,34.25103751,-97.28552485,398,6
Cass,Michigan,41.91522292,-85.99405727,398,16
Mesa,Colorado,39.01787888,-108.469799,397,5
Adams,Nebraska,40.5244942,-98.50117804,396,11
Cibola,New Mexico,34.91131525,-107.998876,396,20
Lincoln,Tennessee,35.13738622,-86.58910106,396,1
Grant,Louisiana,31.59882456,-92.56124347,395,26
Abbeville,South Carolina,34.22333378,-82.46170658,394,10
Atkinson,Georgia,31.29633502,-82.87545866,394,3
Freeborn,Minnesota,43.67385583,-93.34884422,394,1
Galax,Virginia,36.66601852,-80.91703124,394,28
Wood,Texas,32.78722382,-95.38236368,394,14
Butler,Kansas,37.78134351,-96.83878537,393,2
Jasper,Texas,30.74685667,-94.02667579,393,18
Montgomery,Indiana,40.04034823,-86.89335024,393,21
Phillips,Arkansas,34.43268455,-90.84800154,393,9
Sumter,Alabama,32.59117397,-88.19916205,393,19
Hart,Georgia,34.34626973,-82.96567682,392,10
Louisa,Iowa,41.21842119,-91.26102611,392,14
Warren,Virginia,38.90847745,-78.20280433,390,6
Allegany,Maryland,39.62357628,-78.69280486,389,20
Decatur,Indiana,39.30712658,-85.50087166,389,34
Auglaize,Ohio,40.55998859,-84.2242143,387,8
Franklin,Massachusetts,42.58119713,-72.58602547,387,63
Ashley,Arkansas,33.19153461,-91.7698471,386,7
Bell,Kentucky,36.73355174,-83.67766671,386,7
Bertie,North Carolina,36.0688473,-76.96545943,385,5
Carroll,Virginia,36.73066666,-80.73455942,385,19
Greene,North Carolina,35.48544173,-77.67578087,384,3
Ontario,New York,42.85145728,-77.30874425,384,35
Alexander,North Carolina,35.9223796,-81.17751948,383,2
Calloway,Kentucky,36.62093411,-88.2731593,383,5
Cherokee,North Carolina,35.1349263,-84.05970864,382,5
Macon,Alabama,32.38759944,-85.69267724,381,16
Parmer,Texas,34.52993409,-102.7844668,381,7
Freestone,Texas,31.70422788,-96.15072516,380,0
Ohio,Kentucky,37.47751843,-86.85368087,379,9
Strafford,New Hampshire,43.291833,-71.02336013,379,13
Benton,Minnesota,45.69804958,-93.99514135,378,3
Crockett,Tennessee,35.81830662,-89.14916269,378,14
LaSalle,Louisiana,31.67884782,-92.15907765,378,5
Marion,Missouri,39.80601912,-91.62203062,378,1
Athens,Ohio,39.33425634,-82.04278644,376,2
Corozal,Puerto Rico,18.304264,-66.327738,376,0
Crenshaw,Alabama,31.72941803,-86.31593104,376,20
Williams,North Dakota,48.34522353,-103.4793387,374,2
Berrien,Georgia,31.27590016,-83.2252992,373,3
Stephenson,Illinois,42.35129217,-89.662598,373,6
Linn,Oregon,44.48899494,-122.5373154,371,12
Morovis,Puerto Rico,18.316963,-66.420383,368,0
Geneva,Alabama,31.09389027,-85.83572839,367,3
Hill,Texas,31.99045053,-97.13423143,367,8
La Salle,Texas,28.34453111,-99.09908775,366,3
Pulaski,Missouri,37.82462075,-92.20783203,366,1
Hickman,Tennessee,35.80609681,-87.47643507,365,3
St. Helena,Louisiana,30.82210324,-90.71013176,365,2
Humboldt,California,40.69923009,-123.876044,364,4
Yalobusha,Mississippi,34.02824175,-89.7076205,364,12
Barron,Wisconsin,45.42372701,-91.84833627,363,3
Butler,Missouri,36.71462476,-90.40421163,363,2
Catahoula,Louisiana,31.66778967,-91.84526385,363,6
Andrews,Texas,32.30468633,-102.6376548,362,8
New Madrid,Missouri,36.59666326,-89.66070007,362,4
Summit,Colorado,39.63803232,-106.1150762,361,4
Banks,Georgia,34.35607081,-83.49644388,360,8
Logan,Arkansas,35.21413234,-93.71951016,359,1
Union,Pennsylvania,40.96188846,-77.05996014,359,4
Chester,Tennessee,35.42527478,-88.6095842,358,4
Page,Virginia,38.61807452,-78.48797204,358,25
Greene,Indiana,39.03630547,-86.96223202,356,35
Claiborne,Louisiana,32.82308512,-92.99526883,354,13
Evans,Georgia,32.15328841,-81.8870105,354,5
Huntingdon,Pennsylvania,40.42162652,-77.97673273,354,5
Augusta,Virginia,38.16404586,-79.12461614,353,4
Hancock,Georgia,33.2721566,-82.99766919,353,39
Lee,Iowa,40.64181461,-91.48183025,353,5
Rio Arriba,New Mexico,36.51072137,-106.6931674,353,12
Winona,Minnesota,43.98772283,-91.78081305,353,17
Le Sueur,Minnesota,44.37136597,-93.72844721,352,2
Scotts Bluff,Nebraska,41.85070896,-103.7080986,351,6
Bristol,Rhode Island,41.71018079,-71.28652315,349,0
Claiborne,Tennessee,36.48319149,-83.65947309,349,3
Holmes,Ohio,40.56163713,-81.92635677,349,7
Bureau,Illinois,41.40385234,-89.5283051,348,5
Union,Ohio,40.30016061,-83.37239023,348,1
McLeod,Minnesota,44.82367677,-94.27287017,347,1
Perry,Missouri,37.70660776,-89.82741088,347,4
Gurabo,Puerto Rico,18.266461,-65.979705,346,0
Knox,Kentucky,36.89225732,-83.85403396,346,9
Manati,Puerto Rico,18.420473,-66.490461,343,0
Nodaway,Missouri,40.36079813,-94.88133008,341,1
Barry,Missouri,36.70978521,-93.82919888,340,4
Chautauqua,New York,42.2276921,-79.36691763,340,9
Columbia,Wisconsin,43.46492199,-89.33589004,340,2
Telfair,Georgia,31.92829517,-82.93491155,340,13
Montrose,Colorado,38.40214114,-108.2639022,339,13
Washington,Virginia,36.72341572,-81.95666289,339,8
Hopewell,Virginia,37.29186313,-77.29754684,337,4
Southampton,Virginia,36.72231125,-77.10642712,337,13
Carroll,Iowa,42.03617207,-94.86032705,336,2
Cherokee,Alabama,34.17805983,-85.60638968,336,11
Jefferson,Idaho,43.82078483,-112.3131749,336,1
Jefferson,West Virginia,39.30776166,-77.86014147,336,4
Boone,Iowa,42.03657094,-93.9313999,335,4
Lawrence,Missouri,37.10626634,-93.83293097,335,2
Northampton,North Carolina,36.41736238,-77.39769443,335,17
Stewart,Georgia,32.07996777,-84.83208037,335,11
Bleckley,Georgia,32.43829035,-83.33035166,334,15
Fajardo,Puerto Rico,18.318373,-65.666866,334,0
Humphreys,Mississippi,33.12825718,-90.52252707,334,14
Macoupin,Illinois,39.26119767,-89.92424028,333,3
Raleigh,West Virginia,37.76936795,-81.2456041,332,3
Live Oak,Texas,28.35101362,-98.1246786,330,6
Scioto,Ohio,38.80270163,-82.98907345,330,2
Sussex,Virginia,36.92432914,-77.25791182,330,9
Washington,Iowa,41.33577126,-91.71725711,330,11
Clay,Alabama,33.26984193,-85.85836077,329,6
Grand Traverse,Michigan,44.69565625,-85.55585247,329,6
Preble,Ohio,39.7420247,-84.64787018,328,3
Richmond,Virginia,37.937575,-76.72920628,328,5
Shelby,Ohio,40.33163494,-84.20258189,328,4
Lewis,Washington,46.57756476,-122.3925769,327,4
Barranquitas,Puerto Rico,18.201592,-66.30963,323,0
Chippewa,Wisconsin,45.06939744,-91.28068855,323,0
Hempstead,Arkansas,33.73325583,-93.66935133,323,3
Martin,North Carolina,35.84326734,-77.10860251,323,7
Nelson,Kentucky,37.80335779,-85.4657193,322,2
Stokes,North Carolina,36.4017975,-80.23893369,322,3
Lamar,Georgia,33.07841647,-84.14263877,321,16
Seneca,Ohio,41.12351311,-83.12783209,321,11
